aa_wyklad_gr1,aa_lab_gr1,aa_lab_gr2,aa_lab_gr3,aa_lab_gr4,aa_lab_gr5,aa_lab_gr6,aa_lab_gr7,aa_lab_gr8,aa_lab_gr9,aa_lab_gr10,aa_lab_gr11,mo_wyklad_gr1,mo_lab_gr1,mo_lab_gr2,mo_lab_gr3,mo_lab_gr4,mo_lab_gr5,mo_lab_gr6,mo_lab_gr7,mo_lab_gr8,mo_lab_gr9,mo_aud_gr1,mo_aud_gr2,mo_aud_gr3,mo_aud_gr4,mo_aud_gr5,tm_wyklad_gr1,tm_lab_gr1,tm_lab_gr2,tm_lab_gr3,tm_lab_gr4,tm_lab_gr5,tm_lab_gr6,tm_lab_gr7,tm_lab_gr8,tm_lab_gr9,ts1_wyklad_gr1,ts1_aud_gr1,ts1_aud_gr2,ts1_aud_gr3,ts1_aud_gr4,ts1_aud_gr5,kipr_wyklad_gr1,kipr_lab_gr1,kipr_lab_gr2,kipr_lab_gr3,kipr_lab_gr4,kipr_lab_gr5,kipr_lab_gr6,kipr_lab_gr7,kipr_lab_gr8,bo2_wyklad_gr1,bo2_lab_gr1,bo2_lab_gr2,bo2_lab_gr3,bo2_lab_gr4,ipt_wyklad_gr1,ipt_lab_gr1,ipt_lab_gr2,ipt_lab_gr3,ipt_lab_gr4,swd_wyklad_gr1,swd_lab_gr1,kic_wyklad_gr1,kic_lab_gr1,kic_lab_gr2,kic_lab_gr3,kic_lab_gr4,aibd_wyklad_gr1,aibd_lab_gr1,aibd_lab_gr2,aibd_lab_gr3,aibd_lab_gr4,aibd_lab_gr5,algebra_wyklad_gr1,algebra_aud_gr4,algebra_aud_gr5,algebra_aud_gr1,algebra_aud_gr2,algebra_aud_gr3,analiza_wyklad_1_gr1,analiza_aud_1_gr2,analiza_aud_1_gr1,analiza_aud_1_gr3,analiza_aud_1_gr4,analiza_aud_1_gr5,analiza_wyklad_2_gr1,analiza_aud_2_gr2,analiza_aud_2_gr1,analiza_aud_2_gr3,analiza_aud_2_gr4,analiza_aud_2_gr5,fizyka1_wyklad_gr1,fizyka1_aud_gr1,fizyka1_aud_gr2,fizyka1_aud_gr3,fizyka1_aud_gr4,fizyka1_aud_gr5,wpro_do_air_gr1,wstep_do_info_wyklad_gr1,wstep_do_info_lab_gr1,wstep_do_info_lab_gr2,wstep_do_info_lab_gr3,wstep_do_info_lab_gr4,wstep_do_info_lab_gr5,wstep_do_info_lab_gr6,wstep_do_info_lab_gr7,wstep_do_info_lab_gr8,wstep_do_info_lab_gr9,wstep_do_info_lab_gr10,metody_numeryczne_wyklad_gr1,metody_numeryczne_lab_gr7,metody_numeryczne_lab_gr8,metody_numeryczne_lab_gr9,metody_numeryczne_lab_gr5,metody_numeryczne_lab_gr6,metody_numeryczne_lab_gr3,metody_numeryczne_lab_gr4,metody_numeryczne_lab_gr1,metody_numeryczne_lab_gr2,msd_wyklad_gr1,msd_lab_gr1,msd_lab_gr2,msd_lab_gr3,msd_lab_gr4,msd_lab_gr5,msd_lab_gr6,msd_lab_gr7,msd_lab_gr8,msd_lab_gr9,podstawy_automatyki1_wyklad_gr1,podstawy_automatyki1_aud_gr1,podstawy_automatyki1_aud_gr2,podstawy_automatyki1_aud_gr3,podstawy_automatyki1_aud_gr4,podstawy_automatyki1_aud_gr5,psc_wyklad_gr1,psc_lab_gr1,psc_lab_gr2,psc_lab_gr3,psc_lab_gr4,psc_lab_gr5,psc_lab_gr6,psc_lab_gr7,psc_lab_gr8,psc_lab_gr9,systemy_pomiarowe_wyklad_gr1,systemy_pomiarowe_lab_gr9,systemy_pomiarowe_lab_gr1,systemy_pomiarowe_lab_gr2,systemy_pomiarowe_lab_gr3,systemy_pomiarowe_lab_gr4,systemy_pomiarowe_lab_gr5,systemy_pomiarowe_lab_gr6,systemy_pomiarowe_lab_gr7,systemy_pomiarowe_lab_gr8,zpo_wyklad_gr1,zpo_lab_gr5,zpo_lab_gr6,zpo_lab_gr7,zpo_lab_gr8,zpo_lab_gr9,zpo_lab_gr3,zpo_lab_gr4,zpo_lab_gr1,zpo_lab_gr2
"0, 0, HB1B2-H24","150, 0, C3-14","300, 0, C3-14","450, 0, C3-14","0, 1, C3-14","150, 1, C3-14","300, 1, C3-14","450, 1, C3-14","0, 2, C3-14","150, 2, C3-14","300, 2, C3-14","450, 2, C3-14","0, 3, HB1B2-H24","525, 0, B1-317c","105, 0, B1-317c","210, 0, B1-317c","315, 0, B1-317c","0, 1, B1-317c","105, 1, B1-317c","210, 1, B1-317c","315, 1, B1-317c","420, 1, B1-317c","0, 1, B1-010","315, 1, B1-010","105, 0, B1-010","210, 0, B1-010","315, 0, B1-010","105, 3, HB1B2-H24","150, 1, B1-315a","450, 1, B1-315a","0, 2, B1-315a","450, 0, B1-315a","150, 2, B1-315a","300, 2, B1-315a","450, 2, B1-315a","300, 3, B1-315a","150, 0, B1-315a","525, 3, HB1B2-H24","315, 1, B5-110","210, 2, B5-110","0, 2, B5-110","315, 0, B5-110","420, 0, B5-110","210, 3, HB1B2-H24","420, 1, C3-1","0, 2, C3-1","315, 0, C3-1","525, 1, C3-1","315, 2, C3-1","420, 0, C3-1","525, 0, C3-1","315, 3, C3-1","0, 4, HB1B2-H24","525, 1, D2-1.11","105, 2, D2-1.11","315, 2, D2-1.11","525, 0, D2-1.11","105, 4, HB1B2-H24","315, 2, B1-317a","420, 2, B1-317a","525, 1, B1-317a","525, 0, B1-317a","210, 4, B1-014","315, 4, HB1B2-H111","420, 4, HB1B2-H24","420, 2, C6-106","525, 2, C6-106","210, 4, C6-106","0, 1, C6-106","525, 4, HB1B2-H24","525, 2, C3-201a","315, 3, C3-201a","315, 1, C3-201a","420, 1, C3-201a","105, 1, C3-201a","105, 0, HB1B2-H24","210, 0, B1-014","315, 0, B1-014","420, 0, B1-014","525, 0, B1-014","0, 1, B1-014","105, 1, HB1B2-H24","210, 1, B5-101","210, 0, B5-101","315, 0, B5-101","420, 0, B5-101","525, 0, B5-101","315, 1, HB1B2-H24","420, 1, B5-101","525, 1, B5-101","0, 2, B5-101","105, 2, B5-101","210, 2, B5-101","450, 2, D1-A","0, 2, D1-1","210, 0, D1-1","420, 0, D1-1","525, 0, D1-1","420, 1, D1-1","315, 2, B1-121","315, 3, HB1B2-H24","525, 0, C3-112","105, 2, C3-112","315, 0, C3-112","525, 1, C3-112","0, 3, C3-112","105, 3, C3-112","420, 3, C3-112","525, 3, C3-112","0, 4, C3-112","105, 4, C3-112","210, 0, HB1B2-H24","0, 0, C3-217","315, 0, C3-217","420, 0, C3-217","525, 0, C3-217","525, 1, C3-217","0, 2, C3-217","105, 2, C3-217","210, 2, C3-217","315, 2, C3-217","420, 2, B1-121","0, 0, C3-112","0, 1, C3-112","105, 1, C3-112","210, 1, C3-112","315, 1, C3-112","210, 2, C3-112","525, 2, C3-112","210, 3, C3-112","210, 4, C3-112","nan, nan, nan","315, 0, B1-316","0, 0, B1-316","0, 1, B1-316","420, 0, B1-316","525, 0, B1-316","0, 3, D2-kinowa","420, 0, C3-201a","525, 0, C3-201a","525, 1, C3-201a","210, 2, C3-201a","0, 0, C3-201a","0, 2, C3-201a","420, 3, C3-201a","525, 3, C3-201a","0, 4, C3-201a","nan, nan, nan","0, 0, B1-202","525, 0, B1-202","105, 1, B1-202","315, 0, B1-202","315, 1, B1-202","420, 1, B1-202","525, 2, B1-202","525, 1, B1-202","0, 2, B1-202","nan, nan, nan","315, 0, C3-107","0, 0, C3-14","525, 0, C3-107","0, 1, C3-107","105, 1, C3-107","210, 1, C3-107","420, 1, C3-107","525, 1, C3-107","0, 2, C3-107"
